SP_ENTITY_NAME,SP_ENTITY_ID,SP_COMPANY_NAME,SP_COMPANY_STATUS,SP_COMPANY_TYPE,SPONSOR_BACKED_INFO,SP_COMPANY_NAME_CLEAN,reprisk_id,company_name,sectors,company_name_clean
"Going, Inc.",4235435,"Going, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [General Catalyst Group Management, LLC;Highland Capital Partners LLC]",going,1475694,Going Inc,Software and Computer Services,going
Gold Reserve Ltd. (OTCQX:GDRZ.F),4350536,Gold Reserve Ltd.,Operating,Public Company,"Pending or Current Sponsor-Backed [Greywolf Capital Management LP;West Face Capital Inc.;Steelhead Partners, LLC;VR Capital Group Ltd.;Camac Partners, LLC]

Prior Sponsor-Backed [Archer Capital Management, L.P.]",gold reserve,1876822,Gold Reserve Corp,Mining,gold reserve
"Golden Books Family Entertainment, Inc. (OTCPK:GBKF)",4025299,"Golden Books Family Entertainment, Inc.",Out of Business,Private Company,Prior Sponsor-Backed [Warburg Pincus LLC],golden books family entertainment,84443,Golden Books Family Entertainment Inc,Media,golden books family entertainment
Golden Minerals Company (OTCQB:AUMN),4350585,Golden Minerals Company,Operating,Public Company,"Pending or Current Sponsor-Backed [Sentient Group Limited;Armistice Capital LLC;Anson Group;Hudson Bay Capital Management LP]

Prior Sponsor-Backed [Sunrise Equity Partners, L.P.;L1 Capital Pty. Limited;Lincoln Park Capital, LLC;The Lind Partners, LLC]",golden minerals,45999,Golden Minerals Co,Mining,golden minerals
"Golden Phoenix Minerals, Inc. (OTCEM:GPXM)",4350589,"Golden Phoenix Minerals, Inc.",Operating,Public Company,"Pending or Current Sponsor-Backed [Sprott Asset Management LP;Lincoln Park Capital, LLC;Crestview Capital Funds;The Alliance International]

Prior Sponsor-Backed [Highbridge Capital Management, LLC;Enable Global Capital, LLC]",golden phoenix minerals,18276,Golden Phoenix Minerals Inc,Mining,golden phoenix minerals
Golden State Bancorp (OTCQX:GSBX),4627171,Golden State Bancorp,Operating,Public Company,Pending or Current Sponsor-Backed [Castle Creek Advisors VIII LLC],golden state bancorp,368089,Golden State Bancorp,Financial Services,golden state bancorp
Golden State Bancorp Inc. (NYSE:GSB),4001792,Golden State Bancorp Inc.,Acquired,Public Company,"Prior Sponsor-Backed [Flexpoint Ford, LLC]",golden state bancorp,368089,Golden State Bancorp,Financial Services,golden state bancorp
"Goldleaf Financial Solutions, Inc. (NASDAQGM:GFSI)",4088261,"Goldleaf Financial Solutions, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [Castine Capital Management, LLC;Lightyear Capital LLC;Summit Partners, L.P.;TA Associates Management, L.P.;Continental Advisors LLC;Wellington Management Group LLP (NASDAQGM : )]",goldleaf financial solutions,99250,Goldleaf Financial Solutions Inc,Software and Computer Services,goldleaf financial solutions
"Goldline International, Inc.",4289354,"Goldline International, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [CIVC Partners, L.P.]",goldline international,74178,Goldline International Inc,Retail,goldline international
"GoldPocket Wireless, Inc.",4330891,"GoldPocket Wireless, Inc.",Acquired,Private Company,Prior Sponsor-Backed [RRE Ventures LLC],goldpocket wireless,1068478,Goldpocket Wireless INC,Support Services (Industrial Goods and Services),goldpocket wireless
Goldrich Mining Company (OTCEM:GRMC),4350625,Goldrich Mining Company,Operating,Public Company,"Pending or Current Sponsor-Backed [Belltown Capital, LLC]

Prior Sponsor-Backed [Iroquois Capital Management, LLC;Pemigewasset Capital LLC;RAB Capital Limited (AIM:RAB) (AIM : RAB);Thunder Capital Management LLC]",goldrich mining,18201,Goldrich Mining Co,Mining,goldrich mining
GoLocal Inc.,4391208,GoLocal Inc.,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Baseline Ventures Associates, LLC;Uncork Capital, Inc.;Brainchild Holdings LLC;BoxGroup Services, LLC;Lightspeed Ventures, LLC;Richmond Global LLC;Richmond View Ventures GmbH;Floodgate Fund, LP;RPM Ventures;Thrive Capital Management, LLC]",golocal,603755,GoLocal Inc,Support Services (Industrial Goods and Services),golocal
"Gomez, Inc.",4247777,"Gomez, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [John Hancock Investment Management Distributors, LLC;Calvert Capital Management Company;Mobius Venture Capital, Inc.;The Aurora Funds, Inc.;BancBoston Ventures, Inc.;Dolphin Equity Partners, L.P.;West End Venture Partners;DB Capital Venture Partners;HarbourVest Partners, LLC;Harbert Management Corporation;Hercules Capital, Inc. (NYSE:HTGC) (NYSE : HTGC);AdAstra Erste Beteiligungsgesellschaft mbH;Doughty Hanson & Co. Technology Ventures]",gomez,1276474,Gomez Inc,Software and Computer Services,gomez
"GoNoodle, Inc.",4230133,"GoNoodle, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [SSM Management Company, LLC;Chrysalis Ventures;Gefinor Capital]

Prior Sponsor-Backed [Petra Capital Partners, LLC]",gonoodle,613796,GoNoodle Inc,Support Services (Industrial Goods and Services),gonoodle
"GoodApril, Inc.",4405153,"GoodApril, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Techstars Retail Accelerator;Right Side Capital Management, LLC]",goodapril,1275169,Goodapril Inc,Software and Computer Services,goodapril
Goodly Inc.,11053046,Goodly Inc.,Operating,Private Company,"Pending or Current Sponsor-Backed [Y Combinator Management, LLC;NVP Associates, LLC;Zeno Ventures;Arab Angel Fund;Zeno Ventures LLC]

Prior Sponsor-Backed [ACE & Company SA]",goodly,623736,Goodly Inc,Financial Services,goodly
"Goosehead Insurance, Inc (NASDAQGS:GSHD)",10437493,"Goosehead Insurance, Inc",Operating,Public Company,"Pending or Current Sponsor-Backed [T. Rowe Price Associates, Inc.]",goosehead insurance,461475,Goosehead Insurance Inc,Insurance,goosehead insurance
"GoPago, Inc.",4424112,"GoPago, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Seraph Group;JPMP Capital, LLC]",gopago,1250584,Gopago,Financial Services,gopago
"Gordmans, Inc.",4096654,"Gordmans, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [Sun Capital Advisors, L.P.]",gordmans,1186048,Gordmans Inc,Retail,gordmans
"Gordmans, Inc.",4096654,"Gordmans, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [Sun Capital Advisors, L.P.]",gordmans,2170598,Gordmans,Retail,gordmans
"Goto Capital Markets, Inc.",4317849,"Goto Capital Markets, Inc.",Operating,Private Company,Never Sponsor-Backed,goto capital markets,187866,Goto Capital Markets Inc,Financial Services,goto capital markets
Gottaplay Interactive Inc. (OTCPK:GTAP),4155489,Gottaplay Interactive Inc.,Out of Business,Private Company,Never Sponsor-Backed,gottaplay interactive,58768,Gottaplay Interactive Inc,Software and Computer Services,gottaplay interactive
"Gouverneur Bancorp, Inc. (OTCQB:GOVB)",4022983,"Gouverneur Bancorp, Inc.",Operating,Public Company,Never Sponsor-Backed,gouverneur bancorp,46143,Gouverneur Bancorp Inc,Financial Services,gouverneur bancorp
"Gowalla, Inc.",4308209,"Gowalla, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Greylock Partners;Floodgate Fund, LP;Shasta Ventures Management, LLC;Alsop Louie Partners;Disruption Venture Partners;The Founders Fund, LLC;Lowercase Capital]",gowalla,1468944,Gowalla Inc,Software and Computer Services,gowalla
"Gowrie Holdings, Inc.",4097861,"Gowrie Holdings, Inc.",Operating,Private Company,Never Sponsor-Backed,gowrie holdings,1953207,Gowrie Holdings,Insurance,gowrie holdings
"Grace Matthews, Inc.",4543437,"Grace Matthews, Inc.",Operating,Private Company,Prior Sponsor-Backed [JMC Capital Partners LLC],grace matthews,2028637,Grace Matthews INC,Support Services (Industrial Goods and Services),grace matthews
"Graham Partners, Inc.",4319306,"Graham Partners, Inc.",Operating,Private Company,Never Sponsor-Backed,graham partners,558645,Graham Partners Inc,Financial Services,graham partners
"Grain Communications Group, Inc.",4309772,"Grain Communications Group, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [El Dorado Ventures]

Prior Sponsor-Backed [General Catalyst Group Management, LLC;Sutter Hill Ventures;Tippet Venture Partners, L.P.]",grain communications group,1056553,Grain Communications Group,Support Services (Industrial Goods and Services),grain communications group
"Grand Isle Shipyard, Inc.",4293869,"Grand Isle Shipyard, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [HGGC, LLC]",grand isle shipyard,102375,Grand Isle Shipyard Inc,Support Services (Industrial Goods and Services),grand isle shipyard
"Grand River Commerce, Inc. (OTCQX:GNRV)",4185854,"Grand River Commerce, Inc.",Operating,Public Company,Pending or Current Sponsor-Backed [1st & Main Growth Partners],grand river commerce,2380973,Grand River Commerce Inc,Financial Services,grand river commerce
GrandBanks Capital Inc.,4607517,GrandBanks Capital Inc.,Operating,Private Company,Never Sponsor-Backed,grandbanks capital,629076,GrandBanks Capital,Financial Services,grandbanks capital
"Grande Communications Networks, LLC",4237205,"Grande Communications Networks, LLC",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Alta Equity Partners;TPG Capital, L.P.;Catalyst Investors, L.L.C.;ABRY Partners, LLC;WaveDivision Capital LLC]",grande communications networks,574691,Grande Communications Networks LLC,Telecommunications,grande communications networks
"Granite Bancshares, Inc. (OTCPK:GBSI)",4167008,"Granite Bancshares, Inc.",Out of Business,Private Company,Never Sponsor-Backed,granite bancshares,52827,Granite Bancshares Inc,Banks,granite bancshares
Granite Point Mortgage Trust Inc. (NYSE:GPMT),6257290,Granite Point Mortgage Trust Inc.,Operating,Public Company,Never Sponsor-Backed,granite point mortgage trust,354159,Granite Point Mortgage Trust Inc,Financial Services,granite point mortgage trust
GraniteShares Inc,4975589,GraniteShares Inc,Operating,Private Company,"Pending or Current Sponsor-Backed [Clocktower Technology Ventures;Bain Capital Ventures,LP]",graniteshares,572567,GraniteShares Inc,Financial Services,graniteshares
"Grant Prideco, Inc. (NYSE:GRP)",4169496,"Grant Prideco, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [LMS Capital plc (LSE:LMS) (LSE : LMS);Lubar & Co., Inc.;Gresham House Asset Management Limited]",grant prideco,78824,Grant Prideco Inc,Oil and Gas,grant prideco
"Grant Street Group, Inc.",4208151,"Grant Street Group, Inc.",Operating,Private Company,Prior Sponsor-Backed [Oroco Capital;The Carlyle Group Inc. (NASDAQGS:CG) (NASDAQGS : CG)],grant street group,1264084,Grant Street Group,Software and Computer Services,grant street group
"Grasshopper Bancorp, Inc.",10885334,"Grasshopper Bancorp, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [T. Rowe Price Associates, Inc.;FJ Capital Management, LLC;Patriot Financial Manager, L.P.;Hamilton Lane Advisors LLC;GCP Capital Partners LLC;Golden Seeds LLC;Carpenter & Company;Endeavour Capital Advisors Inc.]",grasshopper bancorp,2539379,Grasshopper Bancorp Inc,Software and Computer Services | Financial Services,grasshopper bancorp
"Grasshopper Bank, N.A.",8892763,"Grasshopper Bank, N.A.",Operating Subsidiary,Private Company,"Pending or Current Sponsor-Backed [1st & Main Growth Partners]

Prior Sponsor-Backed [Fenway Summer Ventures;TACK Ventures LLC]",grasshopper bank na,2536862,Grasshopper Bank NA,Banks | Software and Computer Services,grasshopper bank na
"Great American Bancorp, Inc. (OTCPK:GTPS)",102572,"Great American Bancorp, Inc.",Operating,Public Company,Never Sponsor-Backed,great american bancorp,43863,Great American Bancorp Inc,Banks | Financial Services,great american bancorp
Great Florida Bank (OTCPK:GFLB),4091674,Great Florida Bank,Acquired,Private Company,"Prior Sponsor-Backed [FSI Group, LLC;Elliott Management Corporation]",great florida bank,56060,Great Florida Bank,Banks,great florida bank
Great Northwest Insurance Company,12009,Great Northwest Insurance Company,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Clarion Capital Partners, LLC]",great northwest insurance,1282484,Great Northwest Insurance Co.,Financial Services,great northwest insurance
"Great Plains Communications, LLC",4169110,"Great Plains Communications, LLC",Operating,Private Company,"Pending or Current Sponsor-Backed [Grain Management, LLC]",great plains communications,2179478,Great Plains Communications INC,Banks,great plains communications
Greater Atlantic Financial Corp. (OTCPK:GAFC),1031133,Greater Atlantic Financial Corp.,Out of Business,Private Company,Never Sponsor-Backed,greater atlantic financial,57458,Greater Atlantic Financial Corp,Banks,greater atlantic financial
Greater Bay Bancorp (NASDAQGM:GBBK),101007,Greater Bay Bancorp,Acquired,Private Company,"Prior Sponsor-Backed [Franklin Resources, Inc. (NYSE:BEN) (NYSE : BEN);Acadia Fund I;Ariel Investments, LLC;BlackRock Advisors, LLC;Sunova, LLC;Endicott Management Company;Teachers' Retirement System of the State of Illinois;Hydro-Quebec Pension Trust;1st & Main Growth Partners;Sandler O'Neill Advisors, L.P.;Franklin Mutual Advisers, LLC;Weintraub Capital Management, L.P.;Lawrence Garshofsky & Company, LLC]",greater bay bancorp,269036,Greater Bay Bancorp,Banks,greater bay bancorp
Greater Sacramento Bancorp (OTCPK:GSCB),4085694,Greater Sacramento Bancorp,Out of Business,Private Company,Prior Sponsor-Backed [1st & Main Growth Partners],greater sacramento bancorp,49231,Greater Sacramento Bancorp,Banks,greater sacramento bancorp
"Green Bancorp, Inc. (NASDAQGM:GNBC)",4111096,"Green Bancorp, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Belvedere Capital Partners, LLC;Harvest Partners, LP;Patriot Financial Manager, L.P.;FFL Partners, LLC;Pine Brook Road Partners, LLC]",green bancorp,191050,Green Bancorp Inc,Banks | Financial Services,green bancorp
"Green Border Technologies, Inc.",4161654,"Green Border Technologies, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Sevin Rosen Funds;TPG Biotech;Westech Investment Advisors, LLC;Labrador Ventures;TPG Growth, LLC]",green border technologies,1264244,Green Border Technologies INC,Software and Computer Services,green border technologies
Green Mountain Energy Company (NASDAQGM:GMTN),4060325,Green Mountain Energy Company,Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Clean Energy Finance and Investment Authority;Connecticut Innovations, Incorporated;Maverick Capital, Ltd.;Triton Ventures, LLC]",green mountain energy,65742,Green Mountain Energy,Utilities,green mountain energy
"Greenfield Online, Inc. (NASDAQGM:SRVY)",4121859,"Greenfield Online, Inc.",Acquired,Private Company,"Prior Sponsor-Backed [Insight Venture Management, LLC;UBS Capital Americas;UBS Capital II LLC;DFO Management, LLC;Westway Capital, LLC]",greenfield online,99377,Greenfield Online Inc,Support Services (Industrial Goods and Services) | Software and Computer Services,greenfield online
Greenhaven Associates Inc,110473,Greenhaven Associates Inc,Operating,Private Company,Never Sponsor-Backed,greenhaven associates,187868,Greenhaven Associates Inc,Financial Services,greenhaven associates
"Greenhill & Co., Inc. (NYSE:GHL)",4022678,"Greenhill & Co., Inc.",Operating Subsidiary,Private Company,Prior Sponsor-Backed [The Capital Management Corporation],greenhill,6490,Greenhill & Co Inc,Financial Services,greenhill
"GreenHunter Resources, Inc. (OTCPK:GRH)",4202534,"GreenHunter Resources, Inc.",Out of Business,Private Company,"Prior Sponsor-Backed [Context Capital Management LLC;Centaur Capital Partners, L.P.;Forward Management, LLC;New Salem Capital, LLC;Trive Capital Management LLC;West Coast Asset Management, Inc.;Crow Point Partners, LLC]",greenhunter resources,16467,GreenHunter Resources Inc,Support Services (Industrial Goods and Services),greenhunter resources
"Greenlight Capital, Inc.",4319384,"Greenlight Capital, Inc.",Operating,Private Company,Never Sponsor-Backed,greenlight capital,73631,Greenlight Capital Inc,Financial Services,greenlight capital
"GreenNote, Inc.",4227947,"GreenNote, Inc.",Operating Subsidiary,Private Company,"Prior Sponsor-Backed [Menlo Ventures Management, L.P.]",greennote,1472354,Greennote INC,Software and Computer Services,greennote
"GreenSky, Inc. (NASDAQGS:GSKY)",10596530,"GreenSky, Inc.",Operating,Private Company,"Pending or Current Sponsor-Backed [ICONIQ Growth;KKR & Co. Inc. (NYSE:KKR) (NYSE : KKR);Bayview Asset Management, LLC;Sixth Street Partners, LLC]

Prior Sponsor-Backed [Fidelity Management & Research Company LLC;The Vanguard Group, Inc.;Shapiro Capital Management LLC;UBS O'Connor LLC;Pacific Investment Management Company LLC;Dragoneer Investment Group, LLC;DST Global]",greensky,424244,GreenSky LLC,Banks | Support Services (Industrial Goods and Services) | Financial Services,greensky
